card_id,name,official_card_code,product_id,collection_number,rarity_code,language,super_type,jp_scrydex_ref,en_scrydex_ref
CRD_1F0C27DC82064235A11C,글레이시아 VMAX,,PRD_BD7FA21EB0B4407086A0,090/069,HR,KO,POKEMON,swsh6a_ja-90,swsh7-208
CRD_093AB925F0C14BB1BFF6,글레이시아 VMAX,,PRD_BD7FA21EB0B4407086A0,091/069,HR,KO,POKEMON,swsh6a_ja-91,swsh7-209
CRD_269A7AD114DA491CA9AC,레시라무 ex,BS2025008174,PRD_53034524E98C4FE8BF8D,174/086,BWR,KO,POKEMON,sv11w_ja-174,rsv10pt5-173
CRD_262F67E35B964E6B9C67,야도킹 ex,BS2023011086,PRD_514C148400944D8AA72F,086/071,SR,KO,POKEMON,sv2p_ja-86,sv2-238
CRD_26947826E457449096C5,마스터드 연격의 태세,BS2021002079,PRD_AD7B5C4F802F4D64BE90,079/070,SR,KO,TRAINER,swsh5r_ja-80,swsh5-162
CRD_26AE57743E2F41B084F2,차곡차곡 GX,BS2019002088,PRD_F0B2C76547E5479F8E65,088/150,RR,KO,POKEMON,sm8b_ja-88,sm7-102
CRD_2D4AA6D08A11483FA5DB,무쇠가시 ex,BS2026001282,PRD_6F0F228947EF48919808,282/742,RR,KO,POKEMON,sv5a_ja-33,sv8pt5-32
CRD_2165621DAD614A36A40F,지우의 피카츄,SMP0000000068,PRD_231732ED8F2047F39E3E,047/SM-P,SM-P,KO,POKEMON,smp_ja-74,smp-SM112
CRD_0FAEC0B6410647398E22,메가아쿠스타 ex,BS2026002111,PRD_B269D7FE35F74921BDB2,111/080,SAR,KO,POKEMON,m3_ja-111,me3-118
CRD_322DAF78A9B34EA2B745,연격 우라오스 VMAX,,PRD_767E549F894445C98D52,283/184,UR,KO,POKEMON,swsh8b_ja-283,swsh9tg-TG30
CRD_274ED0D22EC54F229DAE,포켓몬 브리더,BS2017010077,PRD_F59042429A0444D3B06F,077/072,SR,KO,TRAINER,sm3p_ja-77,sm35-73
CRD_2E2D7916E97E4BB997FF,토게키스 V,BS2020012058,PRD_FE54F67A9C114773A9CD,058/076,RR,KO,POKEMON,swsh3a_ja-58,swsh4-140
CRD_275591C4CE6A45D2A1B4,메가이어롭 ex,BS2025014114,PRD_DD94FB8DCB7C4A129478,114/080,SAR,KO,POKEMON,m2_ja-114,me2-128
CRD_2893BDF7C7674E7A8E66,게치스플라스마단,BS2013002055,PRD_D2B25BD104C94F7CA1E1,055/051,SR,KO,TRAINER,bw8s_ja-55,bw9-115
CRD_088EFCFA66FD4762A236,파이어로 BREAK,PR2015001152,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,xyp_ja-238,xy11-21
CRD_297BD701806B4583B02D,헬가,BS2024011066,PRD_7293190A22224C0598D5,066/064,AR,KO,POKEMON,sv6a_ja-66,sv6pt5-66
CRD_27858E2B38CF47A7A939,페르시온,BS2024011075,PRD_7293190A22224C0598D5,075/064,AR,KO,POKEMON,sv6a_ja-75,sv6pt5-78
CRD_29775D0DA6924EA992F1,배우르,BS2020016303,PRD_595A32AA23664B6ABD92,303/190,S,KO,POKEMON,swsh4a_ja-303,swsh45sv-SV104
CRD_27E9FB0B75EB487ABBF6,가디안 EX,BS201707091,PRD_87A114BC5BF44CB19C97,091/171,RR,KO,POKEMON,xy_ja-91,xy11-78
CRD_2816C9B402A643F99D42,이상해꽃 ex,BS2023014184,PRD_DAB43E31433041FC942F,184/165,SR,KO,POKEMON,sv2a_ja-184,sv3pt5-182
CRD_2938D81021984B85A99B,로켓단의 페르시온 ex,BS2026001560,PRD_6F0F228947EF48919808,560/742,RR,KO,POKEMON,NO_JP,svp-218
CRD_2951B02D3BE7488DA649,피카츄,SMP0000000005,PRD_CD2D408CD162428D93A7,005/SM-P,SM-P,KO,POKEMON,sm0_ja-4,smp-SM04
CRD_29E55FFA536646B6A891,히스이 블레이범 VSTAR,BS2022004130,PRD_B6A92B9A3823440F8F49,085/067,HR,KO,POKEMON,swsh9a_ja-85,swsh10-193
CRD_0421FACBD6704E71B2CE,입치트 EX,PR2015001098,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,xyp_ja-185,xyp-XY103
CRD_2ACE89E68BFA4F5BA7C3,석탄산 V,BS2020012080,PRD_FE54F67A9C114773A9CD,080/076,SR,KO,POKEMON,swsh3a_ja-80,swsh4-173
CRD_2BAD952E439344719A81,레쿠쟈 VMAX,,PRD_767E549F894445C98D52,284/184,UR,KO,POKEMON,swsh8b_ja-284,swsh12tg-TG29
CRD_278AFBE27D01417B9CBC,칼라마네로,PR2015001114,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,xyp_ja-130,xyp-XY58
CRD_29E34E5A35CC4FFAB36C,후파 EX,BS2015005087,PRD_D8F59899D45046079FE1,087/081,SR,KO,POKEMON,xy7_ja-87,xy7-89
CRD_2A2C765236DC4E0DA39B,비크티니 V,BS2022003059,PRD_B2ACFB7F8D3D424D8D60,059/414,RR,KO,POKEMON,swsh5r_ja-12,swsh5-21
CRD_3935851BE6988D5F34B3,부스터 ex,BS2024019202,PRD_D26383A636BE42F09D6B,202/187,SAR,KO,POKEMON,sv8a_ja-202,sv8pt5-146
CRD_2A791989EEEC43F481BB,메가지가르데 ex,BS2026002113,PRD_B269D7FE35F74921BDB2,113/080,SAR,KO,POKEMON,m3_ja-113,me3-120
CRD_2A8D1058C4D1432DA733,버터플 V,BS2020010071,PRD_9C4063C50B5B45C09FF9,071/070,SR,KO,POKEMON,swsh2a_ja-71,swsh3-177
CRD_2ADA9594E1954CF89E7B,깨봉이,BS2025008138,PRD_53034524E98C4FE8BF8D,138/086,AR,KO,POKEMON,sv11w_ja-138,rsv10pt5-140
CRD_2B58D40C1AE74F69A349,성화,BS2022011142,PRD_554AB5D7D5A440D0AA2A,093/071,HR,KO,TRAINER,swsh10a_ja-95,swsh11-204
CRD_2BDD89F3616849468EE4,데스니칸,BS2025008120,PRD_53034524E98C4FE8BF8D,120/086,AR,KO,POKEMON,sv11w_ja-120,rsv10pt5-123
CRD_2CC63A0C3FDE4901A41B,모노두,BS2025008142,PRD_53034524E98C4FE8BF8D,142/086,AR,KO,POKEMON,sv11w_ja-142,rsv10pt5-146
CRD_2AFC7629A65B45FBBCC8,복숭악동 ex,BS2024011090,PRD_7293190A22224C0598D5,090/064,SAR,KO,POKEMON,sv6a_ja-90,sv6pt5-93
CRD_0AD2B95BE4924784A6C4,바닐리치,BS2023022070,PRD_245223BF212C456385F3,070/066,AR,KO,POKEMON,sv4m_ja-70,sv4-190
CRD_0F321114788E4CC0A5AB,플라이곤 EX,PR2015001063,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,xyp_ja-114,xyp-XY61
CRD_2940721DC8F64D6382C2,M앱솔 EX,PR2015001053,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,NO_JP,xyp-XY63
CRD_2B9182A2EF634F7E8973,올림박사의 기백,BS2023021092,PRD_8E32996A2E964C128DBF,092/066,SAR,KO,TRAINER,sv4k_ja-91,sv4-256
CRD_2BD596750DCC46F5BF44,달코퀸 ex,BS2023021080,PRD_8E32996A2E964C128DBF,080/066,SR,KO,POKEMON,sv4k_ja-80,sv4-220
CRD_2C1DA4E5D17E428CB8AF,M얼음귀신 EX,BS2015006015,PRD_E658C5D993B042F88176,015/059,RR,KO,POKEMON,xy8b_ja-15,xy8-35
CRD_2C78DB6891D243219B2F,비퀸 ex,BS2023015123,PRD_C017B01380CF490A9480,123/108,SR,KO,POKEMON,sv3_ja-123,sv3-212
CRD_2E403B756FE641CB89FF32CEB4BDDB4E,메가망나뇽 ex,BS2025015250,PRD_90A8D5BDA5664CEF9F48,250/193,MUR,KO,POKEMON,m2a_ja-250,me2pt5-295
CRD_330E7648167E59934C965289F6483878,요코하마 피카츄 (281),,JP_PROMO_EXCLUSIVE,281/SM-P,PR,JP,POKEMON,smp_ja-281,
CRD_2D4779F86C774DBFA501,청목의 수완,BS2024019193,PRD_D26383A636BE42F09D6B,193/187,SR,KO,TRAINER,sv8a_ja-188,sv8pt5-139
CRD_2D086E56EA5A4353922E,알로라나인테일 GX,BS2018009053,PRD_D59FE8DA38A0461A8AB8,053/050,SR,KO,POKEMON,sm7b_ja-53,sm8-205
CRD_2D3476E6CBAD4BDCB062,메타몽 VMAX,BS2020016141,PRD_595A32AA23664B6ABD92,141/190,RRR,KO,POKEMON,swsh4a_ja-141,swsh45-51
CRD_2D610AC70AB04D4887B7,귀뚤톡크 V,BS2022001213,PRD_767E549F894445C98D52,213/184,CSR,KO,POKEMON,swsh8b_ja-213,swsh12tg-TG12
CRD_2D84D1DA75FF4868B015,말리화,BS2018009055,PRD_D59FE8DA38A0461A8AB8,055/050,SR,KO,TRAINER,sm7b_ja-56,sm8-211
CRD_2DB11712502240BA802B,솔가레오&루나아라 GX,BS2019015020,PRD_FDF989679F15435DB74E,020/049,RR,KO,POKEMON,sm11b_ja-20,sm12-75
CRD_2F0ED241ED394BF6BF87,아이앤트 ex,BS2026001052,PRD_6F0F228947EF48919808,052/742,RR,KO,POKEMON,sv8_ja-3,sv8-4
CRD_2F4B432C1AE74911BACC,빙마 칼레오스 VMAX,,PRD_767E549F894445C98D52,278/184,UR,KO,POKEMON,swsh8b_ja-278,swsh10tg-TG29
CRD_2FABCAF7B31F4346915C,코고미,BS2025007113,PRD_D52A4B350D2344119847,113/086,AR,KO,POKEMON,sv11b_ja-113,zsv10pt5-109
CRD_2FE394C852394D129604,나몰빼미,BS2026002082,PRD_B269D7FE35F74921BDB2,082/080,AR,KO,POKEMON,m3_ja-82,me3-90
CRD_300C6F0A10AF4D768DAB,깜눈크,BS2025007141,PRD_D52A4B350D2344119847,141/086,AR,KO,POKEMON,sv11b_ja-141,zsv10pt5-135
CRD_308148D51D5845769B01,아이앤트 ex,BS2024017130,PRD_0CC50B878F5F40BAA824,130/106,SAR,KO,POKEMON,sv8_ja-130,sv8-236
CRD_2EDC5DADC4F24ECD976A,팔데아 토오 ex,BS2023010054,PRD_FC339076828C45ED9BA0,054/073,RR,KO,POKEMON,sv1a_ja-54,sv2-130
CRD_174C612CD9AF412F9F27,에써르,BS2020016258,PRD_595A32AA23664B6ABD92,258/190,S,KO,POKEMON,swsh4a_ja-258,swsh45sv-SV059
CRD_2F3643AC21E84F689C43,쉐이미 EX,BS201707106,PRD_87A114BC5BF44CB19C97,106/171,RR,KO,POKEMON,xy6_ja-63,xy6-77
CRD_2FCEBFB496E94F0CB99B,무한다이노 V,BS2022001246,PRD_767E549F894445C98D52,246/184,CSR,KO,POKEMON,swsh8b_ja-246,swsh11tg-TG21
CRD_2FDCD42F1BBC4E4BAD11,석탄산 V,BS2020012042,PRD_FE54F67A9C114773A9CD,042/076,RR,KO,POKEMON,swsh3a_ja-42,swsh4-98
CRD_0422D05B3FF54A3F9FB8,파라솔 아가씨,BS2023020089,PRD_B7309AB1FDF64E4EA6B1,089/062,SAR,KO,TRAINER,sv3a_ja-89,sv4-255
CRD_2E4CD75454EB4A199A90,마기라스 V,BS2021001077,PRD_FDDAB6E1AF8D49E6A224,077/070,SR,KO,POKEMON,swsh5i_ja-77,swsh5-155
CRD_2F0219577D244E019E99,레시라무 GX,BS2019002018,PRD_F0B2C76547E5479F8E65,018/150,RR,KO,POKEMON,sm8b_ja-18,smp-SM137
CRD_30A6CD03B29E4EAFA1C2,로켓단의 니로우,BS2025006106,PRD_FA31487748A24EAF9EE3,106/098,AR,KO,TRAINER,sv10_ja-106,sv10-200
CRD_31985982AAFB4AECA49A,레쿠쟈 VMAX,,PRD_3AD5C945B465480BA36C,082/067,HR,KO,POKEMON,swsh7r_ja-82,swsh7-217
CRD_31587FB56FBD49B593F1,피오네,BS2024007071,PRD_965FA5E5CD004C97AE74,071/066,AR,KO,TRAINER,sv5a_ja-71,sv6-175
CRD_318B01AFB53C42318601,더시마사리 GX,BS2017003056,PRD_8E7CED8394594453A32D,056/051,SR,KO,POKEMON,sm1p_ja-56,sm2-136
CRD_30E3A8301DC84AC182A0,올리르바,BS2024001205,PRD_219AD0EF77CA4165AD0F,205/190,S,KO,POKEMON,sv4a_ja-205,sv4pt5-104
CRD_30EDC0F1FD7B46A58FDE,춤추새 GX,BS2019016097,PRD_26B8AEB977614902B314,097/095,SR,KO,POKEMON,sm12_ja-97,sm12-217
CRD_244EB50258FC45D58BB7,이브이 ex,BS2026001566,PRD_6F0F228947EF48919808,566/742,RR,KO,POKEMON,sv8a_ja-126,sv8pt5-75
CRD_30975550ADDC4EA8A667,부스터 V,BS2021007073,PRD_BD7FA21EB0B4407086A0,073/069,SR,KO,POKEMON,swsh6a_ja-73,swshp-SWSH179
CRD_31207730A1244D4BA676,멜메탈 ex,BS2023016085,PRD_BBA412AFA17F47F4B0BA,085/139,RR,KO,POKEMON,NO_JP,sv3-153
CRD_31940B3434F54CAB8CAB,이노,BS2026002107,PRD_B269D7FE35F74921BDB2,107/080,SR,KO,TRAINER,m3_ja-106,me3-112
CRD_31E2B98699A1410FBAC9,브라이어,BS2024012124,PRD_3C9C174C842D499D9A02,124/102,SR,KO,TRAINER,sv7_ja-126,sv7-163
CRD_32082DD1A5DE41889046,이야후 ex,BS2024011037,PRD_7293190A22224C0598D5,037/064,RR,KO,POKEMON,sv6a_ja-37,sv6pt5-37
CRD_321E17A2C21747AAB24E,복숭악동 ex,BS2026001491,PRD_6F0F228947EF48919808,491/742,RR,KO,POKEMON,sv6a_ja-39,sv6pt5-39
CRD_32386B204F0740378DD5,너트령,BS2023020072,PRD_B7309AB1FDF64E4EA6B1,072/062,AR,KO,POKEMON,sv3a_ja-72,sv4-209
CRD_325D356041B348968F5A,칼라마네로 EX,BS201707076,PRD_87A114BC5BF44CB19C97,076/171,RR,KO,POKEMON,xy4_ja-57,xy4-58
CRD_326058E0F4514E8083F0,글레이시아 GX,BS2018002011,PRD_F201E3D7E4F640C7847E,011/066,RR,KO,POKEMON,sm5m_ja-11,sm5-39
CRD_326BB4D3A84B467EB968,라티아스 ex,BS2024016087,PRD_3FAB90CDEC7C43B6A8DF,087/064,SAR,KO,POKEMON,sv7a_ja-87,sv8-239
CRD_32B748391B31457F884D,난천&카틀레야,BS2019016106,PRD_26B8AEB977614902B314,106/095,SR,KO,TRAINER,sm12_ja-106,sm12-228
CRD_32763B48F1E343B49F3A,드닐레이브,BS2024001235,PRD_219AD0EF77CA4165AD0F,235/190,S,KO,POKEMON,sv4a_ja-235,sv4pt5-130
CRD_32E8DC4B424E4966B6CB,쁘사이저,BS2024007067,PRD_965FA5E5CD004C97AE74,067/066,AR,KO,POKEMON,sv5a_ja-67,sv6-168
CRD_32E8F32B11894AB188C1,플루메리,BS2017008057,PRD_5358D70C809B48A3851F,057/051,SR,KO,TRAINER,sm3h_ja-57,sm3-145
CRD_33785863B77A4D888CC5,루카리오&멜메탈 GX,BS2019005058,PRD_F47B27397A4F495BA9FE,058/054,SR,KO,POKEMON,sm9b_ja-58,sm10-203
CRD_27D5FC7D18F54B668AE2,대왕끼리동,BS2020016290,PRD_595A32AA23664B6ABD92,290/190,S,KO,POKEMON,swsh4a_ja-290,swsh45sv-SV091
CRD_331B23CD1B3542C09584,피카츄&제크로무 GX,BS2019001100,PRD_0D6AE93A1F194DF2AFCC,100/095,SR,KO,POKEMON,sm9_ja-100,sm9-162
CRD_331BADEFF9654B599D78,저지맨,BS2024001344,PRD_219AD0EF77CA4165AD0F,344/190,SR,KO,TRAINER,sv4a_ja-342,sv4pt5-228
CRD_34D1A571966643B9B808,가라르 불비달마 VMAX,BS2020014024,PRD_32C23D5FA71F45ADB572,024/100,RRR,KO,POKEMON,swsh4_ja-24,swsh4-37
CRD_34B94E323039433886E9,애프룡,BS2022001186,PRD_767E549F894445C98D52,186/184,CHR,KO,POKEMON,swsh8b_ja-186,swsh10tg-TG02
CRD_34FC12FEB9C94EC0B729,크레세리아,BS2024011071,PRD_7293190A22224C0598D5,071/064,AR,KO,POKEMON,sv6a_ja-71,sv6pt5-71
CRD_3824C7743E944CD1AD14,루차불,BS2024001282,PRD_219AD0EF77CA4165AD0F,282/190,S,KO,POKEMON,sv4a_ja-282,sv4pt5-175
CRD_33A7A42687184DCAA53F,푸크린 ex,BS2023014189,PRD_DAB43E31433041FC942F,189/165,SR,KO,TRAINER,sv2a_ja-189,sv3pt5-187
CRD_3446ADE0F7424C998BED,엘풍 GX,BS2019007066,PRD_BDAF39161DD0442B99F6,066/095,RR,KO,POKEMON,sm10_ja-66,sm10-140
CRD_34771CA932624EF8993A,독침붕 V,BS2022008069,PRD_7DF9CF9792C3451BBA08,069/067,SR,KO,POKEMON,swsh10p_ja-69,swsh10-161
CRD_34BFCA1006BC49D89AF5,잉어킹&고래왕 GX,BS2019001019,PRD_0D6AE93A1F194DF2AFCC,019/095,RR,KO,POKEMON,sm9_ja-19,smp-SM166
CRD_3C0A4BD7A21440D38FB0,M가디안 EX,BS2015002076,PRD_1E0575E3D10E43ACBECB,076/070,SR,KO,POKEMON,xy5t_ja-76,xy5-156
CRD_1806774875564E268E6E,옐단의 조무래기,,PRD_FC1A7B5927A44298A2A2,071/060,HR,KO,TRAINER,swsh1h_ja-71,swsh1-210
CRD_11E419D20A2A499FAFC6,바우첼 ex,BS2024012129,PRD_3C9C174C842D499D9A02,129/102,SAR,KO,POKEMON,sv7_ja-129,sv7-169
CRD_36360E53452543DEB82B,고릴타 VMAX,,PRD_D785A25B9DFD4C32AE7C,079/070,HR,KO,POKEMON,swsh1a_ja-79,swsh2-193
CRD_25909EEE9FBE41E08266,에이스번 VMAX,,PRD_D785A25B9DFD4C32AE7C,080/070,HR,KO,POKEMON,swsh1a_ja-80,swsh2-194
CRD_354A9964DECF45BEBE57,악뜨거,BS2023010079,PRD_FC339076828C45ED9BA0,079/073,AR,KO,POKEMON,sv1a_ja-79,sv2-202
CRD_0EA9A767E8E64BC7B5D3,소니아,,PRD_D785A25B9DFD4C32AE7C,082/070,HR,KO,TRAINER,swsh1a_ja-82,swsh2-203
CRD_C9F99666A3067F779469,라티아스&라티오스 GX,BS2019001104,PRD_0D6AE93A1F194DF2AFCC,104/095,SR,KO,POKEMON,sm9_ja-104,sm9-169
CRD_3556A9DD9F2149C5BF0C,따라큐 V,BS2022001233,PRD_767E549F894445C98D52,233/184,CSR,KO,POKEMON,swsh8b_ja-233,swsh9tg-TG16
CRD_AF8736ECE64947D5A57B,고릴타,,PRD_9C4063C50B5B45C09FF9,084/070,UR,KO,POKEMON,swsh2a_ja-84,swsh3-197
CRD_359332F027204F0997A9,펄스멍 V,BS2020016313,PRD_595A32AA23664B6ABD92,313/190,SSR,KO,POKEMON,swsh4a_ja-313,swshp-SWSH085
CRD_36FC9D7A34B947999101,기라티나 EX,BS2012005053,PRD_52F25CD879E2435AB037,053/050,SR,KO,POKEMON,bw5s_ja-53,bw6-124
CRD_364F4FE8048A4DC09AA0,흑마 버드렉스 V,BS2021005076,PRD_EACC12D2E1D547E3ACE6,076/070,SR,KO,POKEMON,swsh6k_ja-76,swsh6-172
CRD_379A5BE80E2245808B5C,히스이 붐볼 V,BS2023001005,PRD_B4F8E0D2E2414F1DBC9B,005/172,RR,KO,POKEMON,swsh12a_ja-5,swshp-SWSH294
CRD_37AEC383935947D497E1,라우드본 ex,BS2023010087,PRD_FC339076828C45ED9BA0,087/073,SR,KO,POKEMON,sv1a_ja-87,sv2-233
CRD_37B2BB043B9E407EA0D9,탐리스,BS2020016298,PRD_595A32AA23664B6ABD92,298/190,S,KO,POKEMON,swsh4a_ja-298,swsh45sv-SV099
CRD_3575DCCD78834B1E8D87,실버디 GX,BS2019015065,PRD_FDF989679F15435DB74E,065/049,SR,KO,TRAINER,sm11b_ja-65,sm12-227
CRD_367674FDDC443996584B85A2030A01A3,판쵸 피카츄 (가라도스),151/XY-P,JP_PROMO_EXCLUSIVE,151/XY-P,PR,JP,POKEMON,xyp_ja-151,
CRD_35A856F18BEB432BABEC,멜로코,BS2023021085,PRD_8E32996A2E964C128DBF,085/066,SR,KO,TRAINER,sv4k_ja-87,sv4-236
CRD_36B9B397B19A425CB729,리자몽 VSTAR,BS2023001014,PRD_B4F8E0D2E2414F1DBC9B,014/172,RRR,KO,POKEMON,swsh12a_ja-14,swsh9-18
CRD_36D39DBAA5EC4EE09001,후딘 ex,BS2023014190,PRD_DAB43E31433041FC942F,190/165,SR,KO,POKEMON,sv2a_ja-190,sv3pt5-188
CRD_382ECC8BA6034DAF9178,뮤츠 VSTAR,BS2022010091,PRD_FEBA8CBAF36B40D9850F,091/071,UR,KO,POKEMON,swsh10b_ja-91,pgo-86
CRD_39A9FDACFF514F29B347,울트라네크로즈마 GX,BS2018004099,PRD_3FDB16A819514C3C85B3,099/094,SR,KO,POKEMON,sm6_ja-99,sm6-127
CRD_3A1614A1D6F443708387,수댕이,BS2025008102,PRD_53034524E98C4FE8BF8D,102/086,AR,KO,POKEMON,sv11w_ja-102,rsv10pt5-105
CRD_3B93462476FF4AC1B6AE,투로박사의 시나리오,BS2023022092,PRD_245223BF212C456385F3,092/066,SAR,KO,TRAINER,sv4m_ja-91,sv4-257
CRD_3BF8865058D243DC9DBF,플라이곤 GX,BS2019016098,PRD_26B8AEB977614902B314,098/095,SR,KO,POKEMON,sm12_ja-98,sm12-218
CRD_B8B3074785EC350DEB26,라티아스&라티오스 GX,BS2019001105,PRD_0D6AE93A1F194DF2AFCC,105/095,SR,KO,POKEMON,sm9_ja-105,sm9-170
CRD_3A0BD9F6AF5141DC9961,고동치는달 ex,BS2024019101,PRD_D26383A636BE42F09D6B,101/187,RR,KO,POKEMON,sv8a_ja-101,svp-67
CRD_38F6394B2FA64EFABD8A,대여르,BS2020016273,PRD_595A32AA23664B6ABD92,273/190,S,KO,POKEMON,swsh4a_ja-273,swsh45sv-SV074
CRD_38C95B5BCA84434CADBB,나무킹 EX,PR2015001134,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,xyp_ja-163,xyp-XY53
CRD_38F8D1BD378046E49339,카푸꼬꼬꼭 V,BS2020001078,PRD_4D3A6225A93549AB8266,006/024,RR,KO,POKEMON,NO_JP,swsh1-72
CRD_3927C712A40B4469A53E,이올브 VMAX,BS2020014009,PRD_32C23D5FA71F45ADB572,009/100,RRR,KO,POKEMON,swsh4_ja-9,swsh4-21
CRD_39A2F0B42FC5405188AA,보스의 지령(비주기),BS2020005105,PRD_E4286779F3FF4A8DA34F,105/096,SR,KO,TRAINER,swsh2_ja-106,swsh2-189
CRD_3A163A0976E24CE79D88,단델,BS2020014109,PRD_32C23D5FA71F45ADB572,109/100,SR,KO,TRAINER,swsh4_ja-110,swsh4-182
CRD_3AEB0958DF704E919E03,M야도란 EX,BS2016009027,PRD_E8E7DDCB3A754A04BC5A,027/100,RR,KO,POKEMON,xyp_ja-263,xy12-27
CRD_3B0AA576F162446CAD28,전룡 EX,BS2015005027,PRD_D8F59899D45046079FE1,027/081,RR,KO,POKEMON,xy7_ja-27,xy7-27
CRD_3B5CF3B55F8242899616,코치 트레이너,BS2019010062,PRD_472A74A595644AAF95EA,062/054,SR,KO,TRAINER,sm10a_ja-62,sm11-233
CRD_3B9DA71B112D43DAA326,다크펫 GX,BS2019002221,PRD_F0B2C76547E5479F8E65,221/150,SSR,KO,TRAINER,sm8b_ja-221,sma-SV61
CRD_3BB0CBC7ABDE40CC8213,알로라고지 GX,SMP000000246,PRD_A1A34A5756554F088BA7,187/SM-P,SM-P,KO,POKEMON,smp_ja-384,smp-SM236
CRD_550D287466E74BD49C99,드래펄트 VMAX,,PRD_E4286779F3FF4A8DA34F,108/096,HR,KO,POKEMON,swsh2_ja-108,swsh2-197
CRD_3C062CAF599948F7BA44,난천의 패기,BS2023001236,PRD_B4F8E0D2E2414F1DBC9B,236/172,SAR,KO,TRAINER,swsh12a_ja-239,swsh12pt5gg-GG60
CRD_3CACC2204A9044EA93A2,사다이사,BS2020016270,PRD_595A32AA23664B6ABD92,270/190,S,KO,POKEMON,swsh4a_ja-270,swsh45sv-SV071
CRD_3D1FFCD550FE4CE49C08,두코,BS2024001196,PRD_219AD0EF77CA4165AD0F,196/190,S,KO,POKEMON,sv4a_ja-196,sv4pt5-97
CRD_3CF2CAAC6C6843768D3B,히스이 드레디어 V,BS2022007007,PRD_A34AF524E977421D94D7,007/067,RR,KO,POKEMON,swsh10d_ja-7,swsh10-17
CRD_3D1314647FED4C4BB1D1,루가루암 GX,BS2017007054,PRD_8A0B1007C3C94557BB73,054/049,SR,KO,POKEMON,sm2p_ja-54,sm3-136
CRD_3D1DDFE22E46497299FE,에써르 V,BS2020016316,PRD_595A32AA23664B6ABD92,316/190,SSR,KO,POKEMON,swsh4a_ja-316,swsh45sv-SV114
CRD_3D5EDF548DF943ACAADD,데덴네 GX,BS2019003016,PRD_B4B304E3BD094584B09E,016/055,RR,KO,POKEMON,sm9a_ja-16,sm10-57
CRD_3D9C68A514C54A7A8160,코라이돈 ex,BS2023006050,PRD_ED1CAC91B03F4EAD86F7,050/078,RR,KO,POKEMON,sv1s_ja-50,sv1-125
CRD_3DA9FF90C36043F5AFDC,코바르온 ex,BS2026003062,PRD_156BB71C4F5A41C39521,062/083,RR,KO,POKEMON,m4_ja-62,NO_EN
CRD_3E05F7873B1A4A2388BA,레돔벌레,BS2023022067,PRD_245223BF212C456385F3,067/066,AR,KO,POKEMON,sv4m_ja-67,sv4-184
CRD_3E28C08144174CFC8121,수풀부기,BS2024004072,PRD_171222A74859484783EB,072/071,AR,KO,POKEMON,sv5k_ja-72,sv5-164
CRD_3E39B2A60D644D419C7A,자마젠타,BS2025006107,PRD_FA31487748A24EAF9EE3,107/098,AR,KO,POKEMON,sv10_ja-107,sv10-201
CRD_3E4E6014D8C14643B6EE,한카리아스&기라티나 GX,BS2019010032,PRD_472A74A595644AAF95EA,032/054,RR,KO,POKEMON,sm10a_ja-32,sm11-146
CRD_3EC2D5FC5CD94A18B44E,메타몽 VMAX,BS2020016324,PRD_595A32AA23664B6ABD92,324/190,SSR,KO,POKEMON,swsh4a_ja-324,swsh45sv-SV119
CRD_3EB598DB6DD6410AAE57,베베솔트,BS2023012078,PRD_66FB8C2B312E46E081B1,078/071,AR,KO,POKEMON,sv2d_ja-78,sv2-220
CRD_3EE555CE8FCD4C4CA1C9,피카츄,BS2022011122,PRD_554AB5D7D5A440D0AA2A,073/071,CHR,KO,POKEMON,swsh10a_ja-73,swsh11tg-TG05
CRD_3ED9185116C84CE4B8E5,찬란한 이브이,BS2022010055,PRD_FEBA8CBAF36B40D9850F,055/071,K,KO,POKEMON,swsh10b_ja-55,swshp-SWSH230
CRD_3E9E5C6840D049589B84,모란,BS2023006097,PRD_ED1CAC91B03F4EAD86F7,097/078,SR,KO,TRAINER,sv1s_ja-100,sv1-239
CRD_06D78B5B12AC4475BDA5,돌헨진 VMAX,,PRD_7CCB63858C7E43A287F2,070/060,HR,KO,POKEMON,swsh1w_ja-70,swsh1-205
CRD_0FFEF15EE9E045CABE6F,연격 우라오스 VMAX,,PRD_AD7B5C4F802F4D64BE90,084/070,HR,KO,POKEMON,swsh5r_ja-84,swsh5-170
CRD_3F0CF7904DE24591A85C,네크로즈마 GX,BS2017009053,PRD_CF155EC649AE400EB0D1,053/051,SR,KO,POKEMON,sm3n_ja-53,sm3-134
CRD_4549B35197074BE18BA7,우락고래 ex,BS2025006113,PRD_FA31487748A24EAF9EE3,113/098,SR,KO,POKEMON,sv10_ja-113,sv10-210
CRD_3E7EFB8B95774E57AD88,찌리배리 ex,BS2023012086,PRD_66FB8C2B312E46E081B1,086/071,SR,KO,POKEMON,sv2d_ja-86,sv2-237
CRD_3F1A4E09C8E142A29BCF,맛보돈,BS2023015120,PRD_C017B01380CF490A9480,120/108,AR,KO,POKEMON,sv3_ja-120,sv3-209
