card_id,card_name,rarity,collection_number,snkrdunk_apparel_id,scrydex_raw_krw,scrydex_psa10_krw,scrydex_psa9_krw,raw_to_psa10_ratio,raw_to_psa9_ratio,psa10_to_psa9_ratio,psa10_to_raw_ratio,psa9_to_raw_ratio,snk_A_basis,snk_selected_A_krw,snk_A_n,scrydex_raw_to_snk_A_ratio,ladder_violation,action_status,notes,replacement_confidence,floor_suspect
CRD_407679EEDAA34799BBA6,실버디 GX,RR,041/049,340629,3749,68134,16185,0.055,0.232,4.21,18.17,4.32,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4078C16E4F0A46D1B247,메가헤라크로스 ex,SR,093/080,704384,3787,65277,23700,0.058,0.16,2.754,17.24,6.26,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_40B4022498F2461CB0E9,자포코일 EX,SR,082/080,380797,7682,105370,51922,0.073,0.148,2.029,13.72,6.76,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_40C9B79679FB427396C0,꿈트렁 ex,RR,533/742,320247,353,41039,,0.009,,,116.26,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_40D2B16676124F24A955,무우마직 ex,SR,097/080,704388,2474,52213,30504,0.047,0.081,1.712,21.1,12.33,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_40E593A0BF374678B1E8,조타구 ex,RR,488/742,277237,369,30762,,0.012,,,83.37,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_40F6EEFDAD37407C8580,폭슬라이,AR,192/172,105559,3227,46265,16620,0.07,0.194,2.784,14.34,5.15,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_40FAAC6A04774AEEB7B2,음번 ex,SSR,334/190,,1613,51402,14568,0.031,0.111,3.528,31.87,9.03,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_410093B53305439B9BB8,이올브,S,208/190,,1936,32690,,0.059,,,16.89,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_41167277B8FA42F693CA,카틀레야,HR,088/070,96644,35339,71378,26911,0.495,1.313,2.652,2.02,0.76,A_3M,21280,1,1.661,RAW_OVER_PSA9,REVIEW_SNK_THIN,,KEEP,
CRD_413D5C01202A4AA1B435,핫삼,S,299/190,,3196,73041,18310,0.044,0.175,3.989,22.85,5.73,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_413FD0336AAA480DAA38,루카리오&멜메탈 GX,SR,059/054,104629,132906,536337,126206,0.248,1.053,4.25,4.04,0.95,A_1M,323000,1,0.411,SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_413FE230DC42456DB302,윈디 ex,RR,016/078,107358,753,73329,15641,0.01,0.048,4.688,97.38,20.77,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4143730A5E3C4C31B192,불카모스,AR,104/086,608476,23915,131786,,0.181,,,5.51,,A_3M,9500,1,2.517,SNK_DIVERGENCE_HIGH,REVIEW_SNK_THIN,,REVIEW_REPLACE,Y
CRD_4192371C8DE14719ACB9,그라에나,CHR,072/067,126693,3964,53711,15000,0.074,0.264,3.581,13.55,3.78,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_41C4A6AF0C704C7CB5CF,독개굴 EX,SR,083/080,108505,3073,282512,62138,0.011,0.049,4.547,91.93,20.22,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_41CF2D5A4A6A43DDB951,기로치,AR,108/101,245819,3411,43773,19984,0.078,0.171,2.19,12.83,5.86,A_1M,9500,2,0.359,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,Y
CRD_41F01DE4718B458FA5D5,추명,SR,195/187,462390,1752,43394,12095,0.04,0.145,3.588,24.77,6.9,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_421B1590AD54493AA0C1,올리르바 ex,SR,111/098,568896,4471,45458,,0.098,,,10.17,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4224526A99B34DDDA194,포푸니라 GX,SR,183/173,396157,7421,108260,22273,0.069,0.333,4.861,14.59,3.0,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_423AFEA04A844D929CFC,불놀이꾼,SR,105/080,704398,2074,53883,22920,0.038,0.09,2.351,25.98,11.05,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_428AF8A0299041E5A922,두드리짱 ex,RR,035/071,118629,999,28494,,0.035,,,28.52,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_42C692170F6E4A3EBDA6,스트린더,S,241/190,,3457,46666,12232,0.074,0.283,3.815,13.5,3.54,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_42C881A081C2442292A2,라티아스 ex,RR,312/742,342765,860,67200,13761,0.013,0.062,4.883,78.14,16.0,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_43184344379E4533B6E5,두빅굴 EX,RR,020/096,390251,3826,86488,,0.044,,,22.61,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_433D5703B4F246C4AFF6,메타몽,S,309/190,,26934,249768,18365,0.108,1.467,13.6,9.27,0.68,NO_MAP,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_43490A3EE356478497CB,호브의 자시안 ex,RR,123/193,730166,461,45779,21406,0.01,0.022,2.139,99.3,46.43,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_437C97C642DD44B5B6AD,딩루 ex,UR,359/190,164710,4533,52270,25547,0.087,0.177,2.046,11.53,5.64,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_43945060F9E847A0AE3F,그란돈 EX,SR,054/052,91630,69142,2956635,1022471,0.023,0.068,2.892,42.76,14.79,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_439C86F598EA473882CC,솔록,AR,189/172,104427,4978,58467,22079,0.085,0.225,2.648,11.75,4.44,A_3M,9500,1,0.524,RAW_STALE_LOW,REVIEW_SNK_THIN,,LADDER_INFO_ONLY,Y
CRD_43A31E18194141E18BFC,피카츄 VMAX,PR,S-P 74,91130,153648,628170,130463,0.245,1.178,4.815,4.09,0.85,A_3M,437000,11,0.352,SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_43B0B8BE00C44F0FB400,전룡,AR,088/083,774256,15242,199656,,0.076,,,13.1,,A_1M,16625,9,0.917,RAW_STALE_LOW,REPLACE_WITH_SNK_A,,LADDER_INFO_ONLY,
CRD_43B92747526147DBA44A,따라큐 V,RR,197/414,141088,3073,206418,,0.015,,,67.17,,A_3M,9500,1,0.323,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_43F737D98D4646BC92BE,캐터피,AR,172/165,128088,7268,89616,32896,0.081,0.221,2.724,12.33,4.53,A_1M,14250,10,0.51,RAW_STALE_LOW,REPLACE_WITH_SNK_A,,LADDER_INFO_ONLY,
CRD_44313E703A974D358FBF,갑주무사 GX,RR,007/051,334704,3073,32109,,0.096,,,10.45,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_446729B24008F954BB0A,,,,,384,60397,22941,0.006,0.017,2.633,157.28,59.74,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_448903DEA445481396DD,화염레오,AR,077/073,116067,5086,70645,29342,0.072,0.173,2.408,13.89,5.77,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_44A4617C7F3347A2B08A,피카츄 V,RR,045/184,141046,2535,108246,33704,0.023,0.075,3.212,42.7,13.3,A_1M,9738,18,0.26,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_44F5692ABDFC4F8DA2CA,볼트로스 EX플라스마단,SR,052/051,404228,58386,1308825,90105,0.045,0.648,14.526,22.42,1.54,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4515FE8F178F464F92D2,다투곰 붉은 달 ex,SR,084/066,227634,1890,45290,13761,0.042,0.137,3.291,23.96,7.28,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4542CCF430DC4AEE91DE,가라르 달막화,S,222/190,,2581,41858,22957,0.062,0.112,1.823,16.22,8.89,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4549B35197074BE18BA7,우락고래 ex,SR,113/098,568318,3365,48988,16055,0.069,0.21,3.051,14.56,4.77,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_45708EEF14E84AD79B2A,엘레이드,CHR,057/049,126677,15457,66817,12476,0.231,1.239,5.356,4.32,0.81,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_457C08948A2D49189AA1,비크티니 VMAX,RRR,013/070,144063,3457,61952,,0.056,,,17.92,,A_3M,23750,2,0.146,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_4595906EF9644EC481E6,메타몽(프리즘스타),PR,108/173,396090,15949,93576,37950,0.17,0.42,2.466,5.87,2.38,A_3M,42218,1,0.378,SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_45C9E6F60F414FF4A7C1,망나뇽 EX,SR,111/100,91464,460944,2572981,270266,0.179,1.706,9.52,5.58,0.59,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_45CC8DC151BA47F9906E,펄스멍 V,RR,055/184,,584,54938,,0.011,,,94.07,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_45DCE5D7B81948979409,메가무장조 ex,RR,054/080,752435,568,61225,,0.009,,,107.79,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_45F4859A17FA4968BCF6,딱구리 ex,RR,076/165,127907,622,60209,22766,0.01,0.027,2.645,96.8,36.6,A_3M,9500,1,0.065,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_462F20A41FFE435A999B,웅의 스카우트,SR,123/100,505955,2335,35384,13838,0.066,0.169,2.557,15.15,5.93,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_46402F0A4DE7492785D0,게노세크트 V,RR,102/172,103052,630,22324,29322,0.028,0.021,0.761,35.43,46.54,NONE,,0,,GRADED_INVERSION;RAW_STALE_LOW,KEEP_SCRYDEX,,KEEP,
CRD_4659714945CF4C9F82C5,루티아의 어필,SR,084/064,379013,18622,158544,39999,0.117,0.466,3.964,8.51,2.15,A_1M,45600,15,0.408,SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_465B3016FD4B41409D8C,냄새꼬,AR,109/108,132254,11401,147977,53521,0.077,0.213,2.765,12.98,4.69,A_1M,9500,3,1.2,RAW_STALE_LOW,REVIEW_SNK_THIN,,LADDER_INFO_ONLY,Y
CRD_46627F2A3E6F48A9BE2F,메가가디안 ex,MUR,092/063,663661,411623,1285004,331782,0.32,1.241,3.873,3.12,0.81,A_1M,427490,23,0.963,RAW_OVER_PSA9,REPLACE_WITH_SNK_A,,KEEP,
CRD_466576292217484F9E58,떨구새 ex,SR,080/062,140304,1859,29601,18348,0.063,0.101,1.613,15.92,9.87,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_466890A6EF99406086D6,아르세우스 V,RR,083/100,139826,1567,41528,12385,0.038,0.127,3.353,26.5,7.9,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_46745DD4BB00424D81F5,꼬모카,S,209/190,,3104,43654,,0.071,,,14.06,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_46C3AF403C0244BCBFF4,코라이돈 ex,RR,114/190,,338,42721,13761,0.008,0.025,3.104,126.39,40.71,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_46EB7F96CAE54656B563,일레즌,S,245/190,,1752,53470,22018,0.033,0.08,2.428,30.52,12.57,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_47977278A0254FA4BCA9,연격 우라오스 VMAX,RRR,051/070,,2090,84616,,0.025,,,40.49,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_47A0659087604D088710,폭거북스,AR,105/102,326009,2497,47540,24074,0.053,0.104,1.975,19.04,9.64,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_47E80B191CA7474EB9E3,큐레무 VMAX,RRR,030/100,136971,2151,49571,25397,0.043,0.085,1.952,23.05,11.81,A_1M,11400,1,0.189,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_48149BF6BE82495A8F64,세레비 VMAX,RRR,004/070,141868,2796,67277,29305,0.042,0.095,2.296,24.06,10.48,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4825831A44A54D91A8C4,그우린차 ex,RR,019/187,,384,91741,13761,0.004,0.028,6.667,238.91,35.84,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4828906D1AF3429BB260,글레이시아 GX,SSR,215/150,112782,76824,206579,41849,0.372,1.836,4.936,2.69,0.54,A_3M,118750,3,0.647,RAW_OVER_PSA9,REVIEW_SNK_THIN,,KEEP,
CRD_4828E06D60BD439AB3E4,노고고치 ex,SR,120/100,506155,1644,29454,16987,0.056,0.097,1.734,17.92,10.33,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_482D1C2F5F0041739B92,나인테일 BREAK,RR,016/100,106332,39933,270991,27610,0.147,1.446,9.815,6.79,0.69,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_483AB154688A4D959891,로켓단의 크로뱃 ex,RR,440/742,730145,369,54892,,0.007,,,148.76,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4859A1CEBEE02962E908,,,,,461,37164,25632,0.012,0.018,1.45,80.62,55.6,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_485ACB25D5DE4A248426,그푸리,AR,072/071,120822,3795,46375,14526,0.082,0.261,3.193,12.22,3.83,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4875AEF7FE12F4A51EE9,,,,,1729,55538,18543,0.031,0.093,2.995,32.12,10.72,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_48773AA6B8EC4EF892A7,가라르 프리져,AR,182/172,103799,4487,63887,29828,0.07,0.15,2.142,14.24,6.65,A_1M,9500,4,0.472,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,Y
CRD_487CFF0EF551423B842A,블래키 GX,SSR,229/150,91299,400007,1764576,261416,0.227,1.53,6.75,4.41,0.65,A_3M,617500,1,0.648,RAW_OVER_PSA9,REVIEW_SNK_THIN,,KEEP,
CRD_487F923F9A884FFDBD8A,메가개굴닌자 ex,SAR,114/083,776365,476017,60950,356692,7.81,1.335,0.171,0.13,0.75,A_1M,409583,90,1.162,GRADED_INVERSION;RAW_OVER_PSA10;RAW_OVER_PSA9,REPLACE_WITH_SNK_A,,KEEP,
CRD_489EB78CD21244439801,따라큐 GX,RR,038/050,335619,19467,167749,114661,0.116,0.17,1.463,8.62,5.89,A_3M,31350,1,0.621,RAW_STALE_LOW,REVIEW_SNK_THIN,,LADDER_INFO_ONLY,
CRD_48B34F0217EF45879C43,이올브 V,RR,010/184,,492,62552,,0.008,,,127.14,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_48C7959DC8854C038FC9,자망칼,S,292/190,,1429,56071,38261,0.025,0.037,1.465,39.24,26.77,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_48D2CD939E9C4A45872A,아크로마의 실험,SAR,238/172,105529,4379,43057,14373,0.102,0.305,2.996,9.83,3.28,A_3M,16150,2,0.271,SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_48E53C0884D54CECB73D,히스이 미끄래곤,AR,196/172,103082,3503,61316,20397,0.057,0.172,3.006,17.5,5.82,A_3M,9500,2,0.369,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,Y
CRD_494E55E7C59E4B6DA4E3,야도란 EX,RR,026/100,413446,10924,247627,16274,0.044,0.671,15.216,22.67,1.49,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4986313CCE1543ED8030,에써르 V,RR,084/190,,753,29464,21406,0.026,0.035,1.376,39.13,28.43,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_498BBDABFF4741DD92A0,썬더 ex,RR,145/165,128042,822,69984,29616,0.012,0.028,2.363,85.14,36.03,A_1M,9500,3,0.087,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_499466BB5F6A45A9BEAE,그루샤,SAR,095/071,120841,58909,141113,33210,0.417,1.774,4.249,2.4,0.56,A_1M,48925,3,1.204,RAW_OVER_PSA9,REVIEW_SNK_THIN,,KEEP,
CRD_49A64C751A444FF7B85C,메타그로스 V,RR,301/414,141913,1168,76451,,0.015,,,65.45,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_49B4C54D818A4CF7BA81,M리자몽 EX,RR,055/080,108500,380279,1626775,120918,0.234,3.145,13.454,4.28,0.32,A_1M,665000,1,0.572,RAW_OVER_PSA9,REVIEW_SNK_THIN,,KEEP,
CRD_49B864154D884E16A393,MC의 호응유도,SR,082/063,546112,4686,45698,16055,0.103,0.292,2.846,9.75,3.43,A_1M,19475,2,0.241,SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_49D0E25CC4FB427AB28C,오리진 펄기아 VSTAR,RRR,028/172,103059,953,49464,62705,0.019,0.015,0.789,51.9,65.8,NONE,,0,,GRADED_INVERSION;RAW_STALE_LOW,KEEP_SCRYDEX,,KEEP,
CRD_4A17C07AEF20419B859B,테라키온,SR,068/066,108825,30699,589267,90763,0.052,0.338,6.492,19.19,2.96,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4A276329B7FE4B2B876E,러브로스,AR,074/066,227627,2981,59664,17562,0.05,0.17,3.397,20.01,5.89,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4A29C46B117240F8943D,돌살이,AR,135/086,608505,35677,81038,25749,0.44,1.386,3.147,2.27,0.72,A_1M,9500,1,3.755,RAW_OVER_PSA9;SNK_DIVERGENCE_HIGH,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_4A61F5781B4E4CF1A1F0,절벼게,AR,088/078,110904,3396,54545,19651,0.062,0.173,2.776,16.06,5.79,A_1M,9500,1,0.357,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,Y
CRD_4A62A7429FAD4BDA9715,두송,SR,191/190,126510,2965,47063,19388,0.063,0.153,2.427,15.87,6.54,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4A642D0DF8D74C7B896A,잠만보 V,RR,045/060,113237,9111,106068,48028,0.086,0.19,2.208,11.64,5.27,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4AC772DA06674B6BBCD3,전지충이,AR,076/071,182580,3472,52990,,0.066,,,15.26,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4AEF0D8909AC4E3F8560,구구,S,304/190,,3764,35718,25993,0.105,0.145,1.374,9.49,6.91,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4AEF7AD96E324D9EA958,아꾸왁,S,225/190,,1398,14961,5581,0.093,0.25,2.681,10.7,3.99,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4B160DDD24C54ACA8B72,피카츄,PR,,411795,23047,1498440,,0.015,,,65.02,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4B1DB69AB33149CFB3D1,파오젠 ex,RR,054/190,151725,461,17575,18318,0.026,0.025,0.959,38.12,39.74,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4B2B4A42869D4583AFCB,파라스,AR,207/172,105551,27733,59007,25426,0.47,1.091,2.321,2.13,0.92,A_1M,9500,7,2.919,SNK_DIVERGENCE_HIGH,REPLACE_WITH_SNK_A,,REVIEW_REPLACE,Y
CRD_4B3B7C90C55443A7B6F2,레지드래고 V,SR,108/098,100565,35062,109086,27782,0.321,1.262,3.926,3.11,0.79,A_3M,22800,2,1.538,RAW_OVER_PSA9,REVIEW_SNK_THIN,,KEEP,
CRD_4B54FA5828754EE1BCD7,랜드로스 EX,SR,061/059,108803,23047,758257,139141,0.03,0.166,5.45,32.9,6.04,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4B75B995CF8948918B35,핫삼 VMAX,HR,113/100,145251,21972,85044,22906,0.258,0.959,3.713,3.87,1.04,A_1M,94990,1,0.231,SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_4BDF5407844B4C4399F9,루기아 GX,SR,100/095,104644,115190,812750,119631,0.142,0.963,6.794,7.06,1.04,A_3M,237500,3,0.485,SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_4BE279D087D44FB6B0F3,렌트라 ex,SR,118/101,256070,3818,62459,12314,0.061,0.31,5.072,16.36,3.23,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4C0F021D6C8D4B2C95BD,망나뇽 GX,RR,069/094,321580,6438,90903,29336,0.071,0.219,3.099,14.12,4.56,A_3M,14250,1,0.452,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_4C0F71EF7CD14B5DAC80,떨구새 ex,RR,051/062,136221,507,21379,,0.024,,,42.17,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4C3F242E3B7545CEA793,파르빗,S,296/190,,1813,59081,16789,0.031,0.108,3.519,32.59,9.26,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4C67C7A9419549B09F71,마스카나 ex,RR,014/190,,446,61570,13024,0.007,0.034,4.727,138.05,29.2,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4C6B8CCE76054101B753,헤라크로스 EX,RR,004/096,390218,5931,441887,17568,0.013,0.338,25.153,74.5,2.96,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4C9F174845584E2D8806,맛보돈,S,315/190,,3150,37061,30687,0.085,0.103,1.208,11.77,9.74,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4CBEC2D7C8DF430DA560,메가플라엣테 ex,SAR,115/083,776366,42975,184302,,0.233,,,4.29,,A_1M,18516,44,2.321,SNK_DIVERGENCE_HIGH,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_4CC1B8E1952F40E5AE74,스코빌런 ex,RR,147/742,408337,353,44204,19862,0.008,0.018,2.226,125.22,56.27,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4CC81C78A11A4E46AD49,마기라스 V,SR,076/070,144217,41485,115759,21406,0.358,1.938,5.408,2.79,0.52,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_4CF6CEF79B8D4088917C,백마 버드렉스 V,RR,043/184,141044,645,64494,15290,0.01,0.042,4.218,99.99,23.71,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4DD11310DD574B5BAF64,마셰이드,AR,066/064,363381,3119,50978,15168,0.061,0.206,3.361,16.34,4.86,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4DD30CBFBB2B4EB88C71,루기아 EX,SR,092/081,385531,76809,3687950,897244,0.021,0.086,4.11,48.01,11.68,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4E00186303FD42FCA5B7,빙큐보 ex,RR,020/108,132165,522,19352,,0.027,,,37.07,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4E35CE088AB142C69436D3D5EB25F6E7,카르본,AR,083/080,704378,2689,59443,22941,0.045,0.117,2.591,22.11,8.53,A_1M,15675,2,0.172,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_4E40BBC7A11147499348,엠페르트 ex,SR,099/080,704390,2658,51773,16039,0.051,0.166,3.228,19.48,6.03,A_1M,9500,1,0.28,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
