our_card_id,our_name,our_jp_ref,our_set_code,our_card_no,our_rarity,our_image_path,snkrdunk_id,snkrdunk_url,snkrdunk_title,snkrdunk_product_number,snkrdunk_image_url,snkrdunk_image_cache_path,text_match_card_id,scanner_top1_card_id,scanner_top1_name,scanner_top1_score,scanner_top5_json,match_status,confidence,source_set,notes
CRD_9C70464E838941DB8DF0,더스트나 VMAX,swsh7d_ja-81,SWSH7D,081/067,HR,cards/CRD_9C70464E838941DB8DF0_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH7D,
CRD_9C72C2A7A6AE408EADCE,메가루카리오 ex,m2a_ja-92,M2A,092/193,RR,cards/CRD_9C72C2A7A6AE408EADCE_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M2A,
CRD_9C787F52EE3041818DE6,카푸나비나 GX,NO_JP,,,RR,cards/CRD_9C787F52EE3041818DE6_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_9CCFB4AA766D475E8C62,에이스번 VMAX,NO_JP,,002/004,RR,cards/CRD_9CCFB4AA766D475E8C62_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_9CD0F357237A492C8A2D,이상해꽃 V,NO_JP,,001/031,RR,cards/CRD_9CD0F357237A492C8A2D_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_9CD4BE7C890148EC8776,고릴타 V,swsh4a_ja-9,SWSH4A,009/190,RR,cards/CRD_9CD4BE7C890148EC8776_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH4A,
CRD_9CD8CCBE97D740E59C9B,카나리,m2a_ja-248,M2A,249/193,SAR,cards/CRD_9CD8CCBE97D740E59C9B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M2A,
CRD_9CD978A793F04EEBB0F9,거북왕 EX,xy1y_ja-14,XY1Y,014/060,RR,cards/CRD_9CD978A793F04EEBB0F9_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY1Y,
CRD_9CED595A24FE40AEBE4A,오거폰 우물의 가면 ex,sv8a_ja-50,SV8A,224/742,RR,cards/CRD_9CED595A24FE40AEBE4A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_9CFBBAADBD4644919823,무한다이노 VMAX,swsh8b_ja-110,SWSH8B,110/184,RRR,cards/CRD_9CFBBAADBD4644919823_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_9D03992C0F05472AB893,라쥬르네,sm8b_ja-158,SM8B,156/150,SR,cards/CRD_9D03992C0F05472AB893_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM8B,
CRD_9D2832A4A3F849E4BB06,암스타 V,swsh12_ja-100,SWSH12,100/098,SR,cards/CRD_9D2832A4A3F849E4BB06_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12,
CRD_9D5269AF1A2A42B4A293,랄토스,sm8b_ja-194,SM8B,194/150,S,cards/CRD_9D5269AF1A2A42B4A293_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM8B,
CRD_9D58E4813F2E44F48F9B,밀로틱 ex,sv8_ja-121,SV8,121/106,SR,cards/CRD_9D58E4813F2E44F48F9B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8,
CRD_9D5DBEB83D8747A7865D,칠색조 GX,NO_JP,,112/SM-P,SM-P,cards/CRD_9D5DBEB83D8747A7865D_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_9D5FE568CAD14D749F5B,야돈&고라파덕 GX,sm11_ja-96,SM11,096/094,SR,cards/CRD_9D5FE568CAD14D749F5B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM11,
